Series Name,Series Code,Country Name,Country Code,1990,2000,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,-1.348988732,0.165957178,0.777442704,0.126420318,0.209321015,0.138280732,0.113554419,0.140996192,0.113265896,0.073401233,-0.122365337,-0.061238864
Population growth (annual %),SP.POP.GROW,Greece,GRC,1.057808012,0.409041838,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.214592107,-0.537756535,-0.704367995
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.541029273,0.178094437,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,0.252238303,0.506106194,0.014120056
Population growth (annual %),SP.POP.GROW,Grenada,GRD,-0.178543556,0.568483013,0.887245628,0.874356937,0.850810359,0.825295754,0.792907051,0.755485367,0.724563813,0.762219229,0.762873605,0.662275264
Population growth (annual %),SP.POP.GROW,Guam,GUM,1.827641357,1.125621224,0.397066313,0.292292129,0.259298371,0.218836685,0.154324682,0.042693991,-0.032018785,0.359326133,0.767004481,0.7244969
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.734472527,2.433943645,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806,1.439868495
Population growth (annual %),SP.POP.GROW,Guinea,GIN,3.49072387,1.963136385,2.442316141,2.482932008,2.549276719,2.589500041,2.563493813,2.533442442,2.537647078,2.512250121,2.444317219,2.390914134
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,1.585298679,2.000211927,2.688501174,2.647941932,2.582649543,2.51887832,2.437890936,2.372337148,2.33629047,2.276453357,2.202589246,2.152839304
Population growth (annual %),SP.POP.GROW,Guyana,GUY,-0.770797136,0.136711369,0.463194126,0.493149308,0.520003881,0.535758732,0.547185665,2.875002859,1.671348097,-0.194366444,0.919614739,0.515592544
Population growth (annual %),SP.POP.GROW,Haiti,HTI,2.059521825,1.82614145,1.498986449,1.465967975,1.439893507,1.410821213,1.387530074,1.361131318,1.335138592,1.302919959,1.237298997,1.193341956
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.80060965,2.731383,1.895959147,1.848619106,1.809362407,1.773336937,1.73985038,1.709728907,1.680696685,1.622836377,1.535139668,1.492118559
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.321315033,0.881594076,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-1.033117297,-0.259764908,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.04525571,-0.215067837,-0.413751024,-0.272113417
Population growth (annual %),SP.POP.GROW,Iceland,ISL,0.777662199,1.369192833,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.198932258,1.623086251,1.63931664,2.486806658
